title,postedAt,description,url,fixedPriceBudget,contractType,tags,hourlyRate
Zapier / Instantly / Cold Email / Scraping,yesterday,"Looking for someone that has skills with cold emailing and data scraping.  We use instantly and I'd like to find someone that has a lot of results with this including ChatGPT and first line personalization.

I have a lot of knowledge and already have a number of campaigns running, so I'm well aware of what we're doing and how to do it.

I'm looking for someone that's better then I am, and knows how to get better results and can easily articulate how to go about that as well. 

Looking for someone extremely proactive and has availability to discuss strategy and potential results.

Please reply ""Cold Email Rocks"" if you have read all the way through and are the person that's a great fit for this opportunity.

I'm looking for someone part time but it can definitely turn full time if you demonstrate the value and ability to produce consistent and reliable results.

Additional Skills that you should also mention if you have:
- ChatGPT
- Zapier 
- Instantly
- MailScale
- Related Tools",/jobs/Zapier-Instantly-Cold-span-class-highlight-Email-span-span-class-highlight-Scraping-span_~014c222e9aaabf0335/?referrer_url_path=/nx/search/jobs,,Hourly: $3.00 - $10.00,"D;a;t; ;S;c;r;p;i;n;g;,;C;o;l;d;E;m;L;e;G;M;s;B;u;y",$3.00 - $10.00
Lead and Data Scraping - Conference PDFs/Site,yesterday,"Looking to scrape and enrich two data sources. Companies/individuals have mostly been provided, so it is a task of organizing the data into clean Google Sheets then doing some enrichment.

There is a conference that has:

1. PDF of exhibitor companies, with some contact details for some

a. I'd like this PDF to be scraped and create 1 row for each company, along with the contact that is listed
b. Categorize each company as a pharma/life sciences company vs. a research organization
c. Enrich that contact with their title and (if missing) email address
d. For the companies without a contact, I will ask you to pull a couple contacts from that company based on job titles I can provide
e. Total list could be ~200-300


2. List of speakers embedded in a web app (not easily scraped, needs a more advanced tool)

a. There is a large list of speakers available in a web app for the conference. I would like them to be extracted into a Google Sheet.
b. Once that is done, I would like you to create a column to indicate which ones are pharmaceutical vs. research institutions
c. I will then review and indicate which individuals to enrich with contact information (email address)
d. Please then enrich the selected contacts with their information (~150-200 contacts)

Looking to complete this by Sunday, April 21 at 6 PM EST.",/jobs/Lead-and-Data-span-class-highlight-Scraping-span-Conference-PDFs-Site_~01dd3087859827820f/?referrer_url_path=/nx/search/jobs,$125.00,Fixed price,"D;a;t; ;S;c;r;p;i;n;g;,;E;y;L;s;B;u;l;d;M;e;G;o",
Leadscraping Specialist for Architecture/Design/Construction in Colorado,yesterday,"Hey there, I'm a video business owner in Denver.

I'm trying to find a great freelancer to help me find leads in the architecture, design, and construction niche.
My location is Colorado but I am open to go a little further to get more leads.

I need the following data on my leads:
Name, Last name, Email, Phone number (direct, if not available then business), Website.
If also available
Linkedin, Instagram

Skills required:
- Lead generation
- Data scraping
- List Building",/jobs/Leadscraping-Specialist-for-Architecture-Design-Construction-Colorado_~01e1a6ab0142148462/?referrer_url_path=/nx/search/jobs,,Hourly,"D;a;t; ;S;c;r;p;i;n;g;,;L;s;B;u;l;d;M",Hourly
Mobile Phone Number List Building (Company CEOs),yesterday,"1,000 mobile phone numbers required of company CEOs each month. This information is commonly contained within tools such as Rocket Reach and Zoominfo.

Regularly monthly contract.

Inputs:
First name
Last name 
Email address
Company name

Output:
Mobile phone number",/jobs/Mobile-Phone-Number-List-Building-Company-CEOs_~01cad7ba1b226f41eb/?referrer_url_path=/nx/search/jobs,$200.00,Fixed price,"D;a;t; ;S;c;r;p;i;n;g;,;L;s;B;u;l;d;P;o;e;Z;m;I;f;T;h;.",
Weekly Lead generation - Long Term,yesterday,"I am an independent recruiter, and I am seeking a diligent and detail-oriented Lead Generation Specialist to help identify decision makers for open positions.

Job Responsibilities:

Each week, you will be provided an Excel sheet with open vacancies. The vacancies are opportunities for my clients that I would like to offer my services to, in order to help them fill these roles. Your task will be to fill out certain details in this Excel sheet.

The key responsibilities include:

Identifying the Decision Maker: Your primary task will be to identify the hiring manager for each vacancy. This will often be the person that the vacancy reports to. This information may be present in the job link, or you may have to make a judgment based on the role. I will provide guidance on who the decision maker is likely to be for various roles. 

Finding Contact Information: Once the decision maker has been identified, your next task will be to find their first name, last name, and email address. It is critical that you verify each email address to ensure that it does not bounce.

Good communication is key for this role. If you are unsure about who the decision maker for a specific vacancy is, I encourage you to ask. I would rather you ask me than make an incorrect assumption.",/jobs/Weekly-Lead-generation-Long-Term_~010d46f357c1ed2b3f/?referrer_url_path=/nx/search/jobs,,Hourly,"D;a;t; ;S;c;r;p;i;n;g;,;L;e;d;G;o;A;l;y;s;C;M;k;R;h;B;u;2;+;4",Hourly
I need HR Verified Email of all US India  In Api FoRmat,2 days ago,"I need verified email leads databases of HR of global companies 

Data in API format is a plus also if you can provide intent data of HR hiring for any role that would also and added point",/jobs/need-Verified-span-class-highlight-Email-span-all-India-Api-FoRmat_~0169d7be2a46ffa74e/?referrer_url_path=/nx/search/jobs,$50.00,Fixed price,"L;e;a;d; ;G;n;r;t;i;o;,;D;M;g",
List of Single Tenant Commercial Properties and Owners,2 days ago,"Hello!

We're looking for an existing list of researched, single tenant commercial properties where the sole tenant is one of the following brands:
-Taco Bell
-Burger King
-Wendy's
-Arby's
-KFC
-Dunkin
-Jack in the Box
-Hardee's
-Popeyes
-Chipotle
-Sonic
-Zaxby's
-Dairy Queen
-Checker's
-Church's Chicken

We need the following information for each property:
-Property name (ie. Wendy's, Arby's, etc)
-Property address
-Ownership entity
-Ownership Contact First and Last name
-Ownership Contact phone numbers
-Ownership Contact emails
-Ownership Contact mailing address

In your bid, please provide an approximate count of how many contacts and/or properties you have for each of the brands listed above. Also, please provide the date that list was most recently researched (please do not include any research which is more than 24 months old).

We're looking to purchase a list with a combined total of 15,000-30,000 properties/contacts.

Thank you for your interest and we look forward to working with you.

Best,
Tyler",/jobs/List-Single-Tenant-Commercial-Properties-and-Owners_~0171b62670dbe87e4a/?referrer_url_path=/nx/search/jobs,"$1,000.00",Fixed price,"D;a;t; ;S;c;r;p;i;n;g;,;R;e;l;E;s;M;o;f;x;L;B;u;d;P;y",
Experienced Apollo.io Specialist Needed for LinkedIn Outreach Project,2 days ago,"Description:

We are seeking a skilled individual who is proficient with the Apollo.io platform to assist us in expanding our email contact list. The project involves utilizing the Apollo.io Chrome extension integrated with LinkedIn to identify and add contacts from various glass companies.

Responsibilities:

- Utilize the Apollo.io Chrome extension to navigate LinkedIn profiles of employees within glass companies.
- Identify and add key contacts such as Estimators, Project Managers, CEOs, and Presidents to our Apollo list.
- Ensure comprehensive coverage by adding all relevant personnel within each identified glass company.

Requirements:

- Proficiency with the Apollo.io platform, including its Chrome extension.
- Familiarity with LinkedIn and effective search techniques for identifying specific roles within companies.
- Attention to detail to ensure accurate and complete data entry.
- Ability to work independently and efficiently to meet project deadlines.

Why Join Us:

- Opportunity to contribute to a dynamic project aimed at expanding our network and outreach efforts within the glass industry.
- Flexible work arrangement with the potential for ongoing projects for the right candidate.
- Competitive compensation based on the scope of work and demonstrated expertise.

How to Apply:

If you are confident in your ability to execute this project and meet the outlined requirements, please submit your proposal detailing your relevant experience with the Apollo.io platform and LinkedIn outreach. Additionally, include any past projects or successes that demonstrate your proficiency in this area.

We look forward to reviewing your application and potentially working together to achieve our goals.",/jobs/Experienced-Apollo-Specialist-Needed-for-LinkedIn-Outreach-Project_~015856e025f891cdea/?referrer_url_path=/nx/search/jobs,,Hourly,"D;a;t; ;S;c;r;p;i;n;g;,;E;m;l;M;k;e;&;A;h;u;L;d;G;o;P;s;I;B;+;1",Hourly
Extract emails from LinkedIn group members,2 days ago,"Hi,

Looking for a long-term LinkedIn prospect supplier for our leadgen business.

Job includes: 
- Extracting LinkedIn prospects with VALID e-mails
- Also able to scrape group members

Price per prospect: $0.005

Test job is 30k prospects.

If completed successfully, you can become our preferred supplier.",/jobs/Extract-span-class-highlight-emails-span-from-LinkedIn-group-members_~0162d4eddf6d25d0fe/?referrer_url_path=/nx/search/jobs,$150.00,Fixed price,"D;a;t; ;S;c;r;p;i;n;g;,;P;o;s;e;L;B;u;l;d",
Web Scraper,2 days ago,"I am looking for someone to help me build a web scraper. I need to aggregate information from a job posting site on a daily basis. Fields I need include company name, position name, job title, open text description, salary, etc.",/jobs/Web-span-class-highlight-Scraper-span_~01bf44649577093f27/?referrer_url_path=/nx/search/jobs,,Hourly,"D;a;t; ;S;c;r;p;i;n;g;,",Hourly
I Need Email Addresses For Agency Owners,2 days ago,"I run The Campfire Circle, an agency that grows agencies. I am in need of lists of agency owners and their email addresses. I will probably hire multiple people to test out my options. These contacts all need to be in the US. 

In your cover letter, please let me know how many of these contacts you can deliver and the price. I look forward to our partnership!",/jobs/Need-span-class-highlight-Email-span-Addresses-For-Agency-Owners_~010225646429cf72b6/?referrer_url_path=/nx/search/jobs,,Hourly,"D;a;t; ;S;c;r;p;i;n;g;,;L;s;B;u;l;d;e;G;o;P;C;m;y;R;h;W;b;w;E;x;+;2",Hourly
Email Address / Company Domain List Building,2 days ago,"Job Description:

The goal for this job is to find email addresses for Podiatrists in California, United States. The ideal candidate will be able to create a script that will scrape the internet for company domains for Podiatrists in California, United States. 

Here is the current information we have:

We wrote a script that got us 230,000 doctors from the DCA Website.

Here is an example of one of those doctors: https://search.dca.ca.gov/details/5002/E/3420/f2557173eff65ada4c6405cfc8dc762a

Here is a sample google sheet of the results from that scripts:
https://docs.google.com/spreadsheets/d/10fFG_ZPO0SmVZe1y6GA1mSasxuRgyfRpZAdqISSB2fg/edit?usp=sharing

NEED THIS

The ultimate goal is to get the email address of all these doctors, but the problem we are running into is that we either need to google this person or need a URL of where each person works in order to find their email address.

So, we believe that the next step is to write a script that will go to google and find where they work, and then can find their URL.

To do this, can you create a test of the first 100 profiles from this list below?

SAME LINK AS ABOVE

https://docs.google.com/spreadsheets/d/10fFG_ZPO0SmVZe1y6GA1mSasxuRgyfRpZAdqISSB2fg/edit?usp=sharing",/jobs/span-class-highlight-Email-span-Address-Company-Domain-List-Building_~0134ff931544165e29/?referrer_url_path=/nx/search/jobs,,Hourly: $5.00 - $20.00,"D;a;t; ;S;c;r;p;i;n;g;,;A;l;y;s;M;L;B;u;d;e;G;o",$5.00 - $20.00
